id,tag,cleaner_description
36,DS,95 наших моделей разрабатываются с применением облачных технологий мы придерживаемся единого стандарта работы используем jiraconfluencebitbucket у нас есть единый бэклог погружаемся в предметную область прорабатываем постановку задачи ищем и исследуем данные выбираем оптимальные методы моделирования разрабатываем и верифицируем модели готовим отчеты о разработке и презентуем результаты мониторим модели обязанности разрабатывать и улучшать инструменты для машинного обучения внутренние наработки библиотеки использовать прогнозное моделирование чтобы оптимизировать бизнес риск метрики работать в команде с портфельными менеджерами чтобы понять нужды бизнеса и предложить возможные решения разрабатывать модели машинного обучения разрабатывать архитектуру пилотов для тестирования гипотез прокачивать коллег и развиваться самим требования диплом в области компьютерных наук статистики прикладной математики или другой релевантной области опыт работы от 3х лет с одной или несколькими субд oracle ms sql teradata либо субд стэка bigdata опыт работы с хранилищами данных от 1го года опыт работы в роли аналитика с функцией подготовки выгрузки данных для заказчика сильные компетенции в области реляционных субд и хранилищ данных глубокое понимание статистических подходов и методов регрессия свойства распределений оценка максимального правдоподобия проверка гипотез и их правильное использование и опыт их применения знания и опыт применения алгоритмов машинного обучения glmregression trees random forest boosting а также знание их преимуществ недостатков и ограничений знание принципов работы нейронных сетей и опыт использования библиотек для их обучения keraspytorchtensorflow знание python и основных ds библиотек отличные знания английского языка устный и письменный как преимущество опыт в распределённыхпараллельных вычислениях с помощью следующих технологий hadoop spark dask и другие как преимущество развитая it архитектура мощный gpu кластер возможность расчётов на суперкомпьютере top30 в мире
37,DS,сбор и обработка данных из корпоративных информационных хранилищ прогнозирование временных рядов клиентской активности методами arima отработка гипотез и поиск оптимальной модели построение интерпретируемых моделей внедрение модели в промышленную среду вывод модели в production высшее техническое образование опыт разработки на python опыт работы с основными фреймворками для машинного обучения pytorch tensorflow pandas numpy xgboost catboost huggingface arima и пр понимание и опыт использования современных архитектур нейронных сетей для задач обработки nlp навык трансформации истории диалога с представителями заказчика в фичу
38,DS,lead senior data scientist развитие практики продвинутой аналитики понимание специфических потребностей в аналитике для различных сегментов производственной индустрии включая металлургию нефть и газ нефтехимию и другие определение перспективных функциональных направлений в области аналитики и технологий ai cv nlp классический ml оптимизация др развитие набора услуг включая анализ текущего состояния разработку карты развития внедрение систем и создание прототипов цифровых продуктов на основе ml формирование и реализация go to market стратегии для продуктов и услуг в области ai поддержка альянсов с ведущими поставщиками технологий в области ai участие в тематических отраслевых и технологических выставках и конференциях продажи взаимодействие с потенциальными заказчиками с целью выявления их потребностей в области развития аналитических решений и продуктов на основе ml анализ текущей архитектуры заказчика и разработка наиболее подходящих решений на базе технологий ai подготовка коммерческих предложений включая экономические обоснования и бизнес кейсы для цифровых продуктов формирование команды для реализации проектов и координация их выполнения участие в проектах в роли эксперта в области ai проработка аналитических решений и цифровых продуктов на базе моделей машинного обучения компьютерное зрение обработка и генерация текста классический ml алгоритмов оптимизации и др проработка операционных моделей для успешной эксплуатации аналитических решений контроль качества выполнения проектов и обеспечение их успешной реализации ведение ключевых проектов в области ai до 50 времени практический опыт работы в области data science и machine learning в производственной индустрии опыт внедрения аналитических решений от ведущих поставщиков и с использованием open source технологий в роли data science специалиста ml инженера специалиста по оптимизации умение разрабатывать бизнес кейсы проводить пилотные проекты и обеспечивать успешное внедрение решений опыт работы по методологии не ограниченной жесткими рамками waterfall знание систем хранения и управления данными включая вендорские и open source решения навыки разработки технической документации и взаимодействия с представителями вендоров глубокое понимание современного рынка продуктов и технологий в области ai опыт управления командами исследователей инженеров и консультантов в области ai
39,DS,развитии навыков анализа данных и машинного обучения на примере решения реальных бизнес задач в области интернет рекламы начиная с предобработки данных и заканчивая отчетом о полученных результатах участие в разработке сценариев применения data science для заказчиков формулировка и проверка гипотез предобработка данных кластеризация пользователей построение machine learning моделей атрибуционное моделирование и измерение эффективности онлайн кампаний подготовка bi дашбордов по итогам анализа участие в оформлении и презентации результатов внутри компании и клиентам требования уверенное знание математической статистики и теории вероятностей знание python на уровне библиотек по работе с данными pandas numpy scipy и т д знание веб аналитики и основных систем знает где в консоли браузера можно посмотреть запрос к серверу понимает чем отличаются ga и firebase умеет прочитать json знание основ и моделей машинного обучения библиотеки scikit learn lightgbm знание баз и хранилищ данных sql знакомство с трендами и технологиями в области data science умение читать техническую документацию английском языке есть опыт работы на рынке диджитал рекламы английский язык от b2 знание командной строки знание базовых shell команд знакомство с инструментами визуализации данных bi наличие пройденных онлайн курсов ods coursera желание презентовать результаты проекта заказчику на конференции умение представить результаты анализа в понятном виде для не профессионала опыт работы в big query и google cloud storage
40,DS,python c основные библиотеки и фреймворки numpy scipy pandas matplotlib seaborn sklearn tensorflow pytorch git docker mlflow проведение исследований по применению методов обучения с подкреплением для решения прикладных транспортных задач поиск и анализ новых перспективных технологий искусственного интеллекта генерация идей и гипотез для проведения исследований и обоснование их реализуемости и практической значимости взаимодействие с бизнес заказчиками и экспертами в предметной области в части защиты и продвижения проектных идей и гипотез организация работы команды специалистов в части реализации проектов постановка и распределение задач внутри команды контроль сроков и результатов развитие компетенций членов команды подбор кандидатов и проведение интервью с целью формирования команды участие в разработке учебных кейсов в области машинного обучения подготовка публикаций и выступление на профильных конференциях высшее техническое или физико математическое образование отличное знание методов и принципов машинного обучения понимание жизненного цикла разработки ml моделей принципов организации и проведения исследовательских ai проектов знание и опыт применения алгоритмов на основе глубоких нейронных сетей знание и опыт применения основных алгоритмов reinforcement learning dqn ppo и т д опыт работы над проектами с применением обучения с подкреплением на позиции ведущего специалиста или руководителя группы опыт разработки на языке python и использования основных библиотек для анализа данных pandas numpy matplotlib scikit learn и т д и фреймворков глубокого обучения pytorch tensorflow уверенное владение linux git docker опыт использования систем для планирования и трекинга экспериментов таких как clearml mlflow neptune пожелания к личностным качествам ответственность самостоятельность развитые коммуникативные навыки желательно знание с знаний sql и опыт работы с базами данных в области ds ml
41,Full,php7 mysql yii2 javascript vue и др разработка новых и сопровождение существующих онлайн сервисов разработка архитектуры проекта с нуля участие в полном цикле разработки обсуждении и подготовке задач ведение документации по коду проведение code review написание тестов поддержание кода в рамках стандарта psr psr 12 командная работа agile scrum sprint extreme programming опыт работы от 2 х лет знание принципов ооп solid уверенные знания php 7 уверенные знания mysql и оптимизации запросов опыт работы с git опыт работы в команде знание принципов dry kiss yagni опыт работы с фреймворком yii2 или аналогичным знание шаблонов проектирования опыт работы с js vue или другим реактивным фреймворком знание и опыт верстки html css scss уверенные знания и навыки работы с консолью linux опыт конфигурирования веб сервера знание и опыт работы с elasticsearch опыт проведения code review опыт работы по agile scrum
42,Full,senior full stack в составе формируемой команды разработать новый продукт для рынка b2b и b2c без поддержки огромного легаси лично участвовать в разработке архитектуры управлять процессами создания и развития целевой архитектуры по оптимизировать производительность участвовать в scrum мероприятиях планирование daily обзор спринта ретроспектива регламентировать работу разработчиков направленную на повышение качества исследовать и устранять узкие места архитектуры настраивать системы мониторинга и контроля обеспечивать отказоустойчивость и доступность сервисов обеспечивать наполнение базы знаний для повышения прозрачности процессов разработки и управления архитектурой имеете опыт разработки web приложений и сервисов знаете php javascript имеете опыт работы с postgresql умеете настраивать среду для быстрой диагностики проблемных мест и ошибок умеете производить диагностику производительности имеете опыт интеграции с различными сервисами занимались импортом экспортом больших объемов данных понимаете процессы разработки по на глубоком уровне умеете проводить аудит процессов код ревью имеете опыт работы с микросервисной архитектурой занимались оптимизацией запросов к базам или кода работали и настраивали поисковые движки sphinx elastic
43,Full,реализовывать интересные проекты и развиваться вместе с нами успешный опыт коммерческой разработки на одном из серверных языков php python ruby nodejs высокий уровень знаний front end технологий javascript jquery angular react js vue js опыт работы с git опыт работы с реляционными mysql postgresql и nosql базами данных постоянное развитие и изучение новых web технологий
44,Full,разработка программного обеспечения систем безопасности области php react javascript database создание новых релизов продуктов поддержка и развитие оптимизация кода под высокие нагрузки управление командой разработки требования front end amp back end react php js mariadb clickhouse tcp ip технический английский будет плюсом опыт разработки приложений на с c под linux занимается веб разработкой отлично знает php знает html css работал на laravel и vue3 опыт с yii2 будет преимуществом работал с git базово владеет javascript jquery будет плюсом если ты умеешь составлять и оптимизировать сложные sql запросы раньше взаимодействовал с разнообразными сервисами по api знаешь базовые паттерны программирования и понимаешь когда их использовать соблюдаешь рекомендации psr
45,Full,подготовка проектов взаимодействие с владельцами ис взаимодействие с подрядчиками внедрение развитие и поддержка ис понимание принципов дизайна уверенное владение php7 и sql знание 1с битрикс компоненты шаблоны и модули уверенные знания и опыт проектирования и работы с бд mysql уверенное знание html5 css3 jquery javascript ajax json rest react ruby опыт работы с git умение писать понятный документированный код владение технологиями верстки web страниц уверенные знания и опыт конфигурирования nix систем
46,Full,современного стека технологий reverse engineering hardware схемотехника fpga разработка под микроконтроллеры и т д чем будешь заниматься разрабатывать аналитические системы разрабатывать back end на python разрабатывать frontend vue js работать с данными обработка анализ поиск данных образование незаконченное или законченное высшее техническое it математика информационная безопасность высокие технологии физика и т д опыт разработки на python опыт написания backend django fastapi starlette опыт написания простых frontend vue js понимание основ работы сетей tcp ip http ssl знания ос linux опыт работы с git умение работать в команде обучаться разбираться с новыми технологиями самостоятельно читать книги и повышать свою квалификацию английский на уровне чтения технической литературы имеете опыт программирования сетевого взаимодействия имеете опыт асинхронного или многопоточного программирования на любом языке имеете опыт конфигурирования ci gitlab имеете опыт работы с очередями сообщений rabbitmq имеете опыт конфигурирования linux серверов имеете опыт работы с docker имеете опыт работы в jira
47,Full,fullstack developer python разработчика участие в разработке и поддержке программного обеспечения обеспечивающего работу производственных предприятий написание и поддержка юнит тестов для своего кода проработка и защита перед коллегами архитектуры модулей командная работа по уточнению задач и оптимальных путей реализации доработок работа со стеком технологий python postgresql rest api django react или vue js хорошее знание языка python от 2 х лет опыт работы с системами контроля версий git svn опыт работы с реляционными бд знание sql умение работать самостоятельно на результат умение адекватно оценивать задачи и выполнять их в срок знание и опыт с react vue js написания юнит тестов опыт с pyqt
48,Full,full stack разработчика развить наш сайт и взобраться ему на топ выдачи в поисковиках разрабатывать быстрые решения для тестирования гипотез в рамках growth использовать всевозможные решения для достижения быстрого результата в том числе no code внедрять события для сбора аналитики интегрировать сторонние сервисы подключать новые каналы в систему сквознои аналитики задачи в рамках growth разработка платформы youtalk профессионального опыта web разработки умеешь работать с figma отличное знание typescript опыт работы с react опыт работы с gatsby опыт работы с mindbox опыт работы с mongodb опыт работы с node js пожелания опыт работы с amplitude опыт с next js умеешь работать без пошагового тз ожидаемые результаты через 3 месяца 30 веб саи та перевезены на next js понимание процессов внутри команды и работы всеи системы в целом своевременное исполнение поставленных задач
49,Full,python full stack developer на сервере python3 django django rest framework celery postgresql redis на клиенте у нас angular python не менее 3 лет работы имели опыт работы с django или другими веб фреймворками знали angular или были готовы его изучить понимали архитектуру клиент серверных приложений имели опыт работы с json xml опыт работы с javascript react typescript nexjs будет плюсом имели опыт работы с git работа с docker kubernetes понимание процессов ci cd будет плюсом требования bootstrap css html js sass знания php 8 и принципов опп опыт работы с curl sql базами данных mysql 1с битрикс опыт адаптивной верстки css анимации flex box умение работать с репозиториями git bitbucket scss nodejs опыт работы со сборщиками webpack gulp
50,Full,full stack разработчик php фронтенд верстка средне выше среднего адаптив flex grid bootstrap gulp js бекенд разработка под 1с битрикс шаблоны компоненты модули проектирование реализация развитие и поддержка корпоративных сайтов нашей компании развитие внутренних инструментов компании умение качественно верстать flexbox grid имеете опыт работы с php javascript есть опыт работы с 1с битрикс умеете работать с бд mysql индексы оптимизация запросов необходимые soft skills ответственность инициативность аналитический склад ума
51,ProjM,менеджер для ведения текущих проектов ведение проекта на протяжении всего жизненного цикла планирование и контроль списка задач сроков ресурсов и бюджета работа с предупреждением рисков и обеспечение качества проекта коммуникации с клиентом и заинтересованными сторонами по проектам решение конфликтных ситуаций управление командой разработки аналитики программисты тестировщики ведение документооборота по проекту договора счета акты технические задания сбор дебиторской задолженности обеспечение реализации проекта согласно планам контроль за соблюдением порядка внутри проекта и внесением в него изменений опыт руководства разработкой проектов в it сфере умение принимать решение и нести ответственность за них умение доводить поставленные задачи до результата дожимать стрессоустойчивость умение трезво оценивать ситуацию в любых условиях грамотная письменная и устная речь умение систематизировать большие объемы информации плюсом будет опыт настройки битрикс24 наличие сертификатов опыт продаж it продуктов опыт создания технической документации по проекту
52,ProjM,участие в реализации проекта развития системы ситуационно аналитических центров безопасности и цифровизации функции обеспечения процесса коммуникации и взаимодействия с разработчиками пользователями и владельцами корпоративных систем проверка тз на соответствие требованиям нтд рф в части проектных работ организация проектирования и контроль за проектными работами авторский надзор за реализации технического лица проекта организация проведение экспертизы проектной документации и контроль устранения замечаний согласование изменений в параметрах проекта с учетом технологии реализации проекта организация работ по подготовке номенклатуры и объема мтр разработка и согласование комплектовочных ведомостей на закупку мтр контроль сроков поставки мтр постоянное взаимодействие с участниками команды проекта синхронизация деятельности по повышению эффективности реализации проекта взаимодействие с персоналом подрядчика высшее образование релевантный опыт работы от 3 х лет опыт контроля эффективности работы команды разработчиков оценки эффективности знание особенностей реализации различных алгоритмов и структур данных понимание объектно ориентированного программирования знание шаблонов проектирования опыт проектирования и разработки микросервисов или высоконагруженных систем опыт проектирования бд умение писать и оптимизировать сложные запросы
53,ProjM,менеджер проектов сопровождение договоров на изготовление и поставку специальной трубопроводной арматуры для аэс разработка и ведение графиков по проекту взаимодействие с заказчиками и заводами изготовителями контроль соблюдения сроков этапов работ по проекту первичная подготовка и анализ договоров с контрагентами документооборот деловая переписка взаимодействие с контрагентами подготовка материалов к совещанию отчетов требования образование высшее опыт аналогичной работы уверенный пользователь пк ms office в том числе excel навыки чтения чертежей и технической документации контроль исполнения договоров и согласования ркд и ее загрузка на портал знание фнп
54,ProjM,менеджера на позицию senior project manager возглавить управление проектами в компании у каждого проекта есть свой project manager с целью повышения эффективности деятельности и дальнейшего роста компании у нас есть стратегия роста и вы можете стать частью нашей команды и помочь нам в ее реализации построение единой системы управления проектами внутри компании оценка и оптимизация внутренних бизнес процессов компании и проектов помощь в построении и внедрении процессов у проектных менеджеров проектов организация и контроль отчетности и бюджетирование у компании и проектов управление командой менеджеров успешный опыт в менеджменте в сфере it подкрепленный реальными кейсами опыт описания и внедрения бизнес процессов умение работать с финансовыми показателями проектов умение выстраивать процессы разработки по методологии scrum agile и базовых функций управления персоналом найм увольнение мотивация способность выражать мысли в письменной форме умение работать в условиях многозадачности развитые компетенции управления персоналом
55,ProjM,менеджера по проектам ит планировать работы по проекту вести график проекта координировать команду проекта контролировать выполнение работ по проекту вести документооборот по проекту внедрять результаты проекта в оперативную деятельность компании вашим преимуществом будет опыт работы в проектах внедрения по знание проектной методологии разработки по scrum agile kanban pmbok менеджера проектов ведение проектов по интеграции после m amp a поддержка заказчиков в запусках новых продуктов в россии и за рубежом разработка схем монетизации и документооборота постановка бизнес требований к автоматизации схемы в erp системах участие в оптимизации существующих процессов опыт ведения проектов разного уровня сложности в крупных компаниях знания в финансовом менеджменте опыт в автоматизации процессов
56,ProjM,технического менеджера инфраструктурных проектов с хорошим инженерным опытом которому предстоит развивать внутреннее облако яндекса от формулировки и согласования технических заданий до внедрения отвечать за проекты в инфраструктурном облаке от идеи до внедрения а в перспективе за развитие ключевых продуктов развивать процессы разработки взаимодействовать с группами разработки разных команд выявлять и оптимизировать основные пользовательские сценарии улучшать пользовательский опыт работали в роли менеджера проектов или руководили командой разработки в технологических проектах имеете хороший технический бэкграунд можете говорить с командой разработки на одном языке или сами писали код работали с инфраструктурными сервисами или хотите в них разобраться умеете выстраивать процессы и взаимодействие между командами не боитесь большого объёма задач и множества технологий умеете работать с данными понимаете как работает linux проектировали и разрабатывали распределённые и высоконагруженные сервисы строили облачные сервисы
57,ProjM,реализовывать внутренние проекты нужно будет вести как шаблонные проекты по которым уже есть обкатанный план работы так и новые непонятные проекты с брифом в формате сделайте красиво где нужно будет строить работу с нуля какие будут задачи планирование работы по проектам работа с заказчиками брифинг работа с ожиданиями информирование о ходе проекта сбор обратной связи и ее проработка ведение проектов определение пула задач назначение ответственных сотрудников контроль за выполнением задач и соблюдением дедлайнов опыт работы менеджером проектов опыт ведения проектов опыт работы со сложным технологическим продуктом экспертиза важно понимать особенности ца и то как мы на нее влияем
58,ProjM,менеджера проектов с опытом работы в заказной разработке нам нужен человек с хорошими коммуникативными навыками готовый брать на себя ответственность за результат ведение проектов по разработке приложений со сложным функционалом интеграциями с 1с и другими внешними системами оценка трудозатрат для новых проектов и участие в подготовке коммерческих предложений составление графиков разработки веб проектов декомпозиция задач клиента постановка задач исполнителям и контроль их выполнения контроль рентабельности проектов соблюдение внутренних стандартов и сроков выполнения проектов ведение внутренней и клиентской отчетности по проектам взаимодействие с клиентами согласование результатов работ ведение переговоров с клиентами деловая переписка проведение презентаций опыт управления процессом разработки веб проектов на всех этапах навыки общения с командой разработчиков и дизайнерами программистами понимание технической стороны процесса изготовления веб проектов на всех этапах коммуникабельность уверенность в себе организованность ответственность пунктуальность активная жизненная позиция аналитическое мышление плюсом будет опыт выполнения проектов по разработке
59,ProjM,junior project manager решать задачи в области доработки внутренних систем и бизнес процессов взаимодействовать с подрядчиками консультантами разработчиками 1с б24 bitrix составлять тз и принимать работы вести документацию по внедренным решениям писать инструкции проводить проверку актуальности и корректности данных на сайтах и маркетплейсах вносить изменения проводить регламентные операции проводить seo оптимизацию по инструкциям оказывать поддержку смежным подразделениям и пользователям в линейных технических вопросах самостоятельно находить пути решения поставленных задач строить из них процессы согласовывать с руководством и самостоятельно их курировать высшее техническое образование хорошее знание пк ms office 1с ут cms bitrix битрикс24
60,ProjM,реализовывать проекты по организационной диагностике организационный дизайн расчет численности аудит функций и процессов проводить бриф заказчика готовить концепцию проекта исследования формировать план график проекта распределять зоны ответственности готовить итоговые аналитические отчеты презентовать заказчику материалы знание методов расчета численности и нормирования труда анализа бизнес процессов опыт реализации проектов по управлению численностью персонала не производственный сектор опытный пользователь word excel сложные формулы сводные таблицы powerpoint навыки планирования и организации труда умение вести переговоры со сложными клиентами
61,QA,опыт разработки и ведения тестовой документации ведение инструкций и справочной информации в wiki чек листов тест кейсов тестовых наборов bug report ов опыт работы с багтрекинговыми системами опыт работы с базами данных опыт тестирования web приложений опыт автоматизированного тестирования web приложений опыт разработки на одном языке программирования опыт работы с инструментами ci cd gitlab jenkins опыт работы с фреймворком автоматизации specflow написание тест кейсов написание автотестов поддержка автотестов в рабочем состоянии поддержка тест кейсов в актуальном состоянии своевременное выявление и регистрация дефектов в баг трекинговой системе составление документации по тестированию отчеты статьи тесное взаимодействие с командой разработки и аналитиками участие в пресейловой и маркетинговой деятельности департамента участие во внутренних проектах направленных на развитие департамента участие во внутренних корпоративных тренингах и семинарах
62,QA,тестировщика внимательного к деталям выполнять как ручное тестирование так и писать автотесты для по сопровождать тестовую среду проводить функциональное тестирование составлять отчеты о результатах тестирования документировать обнаруженные ошибки и контролировать их исправление проводить автоматизированное и ручное тестирование с увеличением доли автоматизации работать с скв tfs git работать с инструментом отладки тестируемого окружения работа с сервисами по и сайтом создавать тестовые данные проходить некоторые из основных бп опыт написания автотестов или желание развиваться в этой сфере опыт автоматизации тестирования на c опыт тестирования api опыт работы с soap rest sql рабочие знания клиент серверной архитектуры
63,QA,планирование проведения работ по тестированию ресурсы график работы и сроки риски и т д определение и применение стратегии тестирования в рамках проектов по разработке и внедрению программных средств задач по реализации новых бизнес потребностей и сопровождения существующих программных средств формирование команды тестирования оценка трудозатрат организация подготовки тестовой среды организация работ по тест дизайну и выполнению тестирования управление дефектами управление командой тестирования и контроль выполнения задач по тестированию подготовка отчётности по тестированию оценка качества псмы и предоставление рекомендаций относительно готовности пс релиза патча к внедрению в продуктивную среду сбор метрик по тестированию анализ выполненных работ по тестированию и формирование выводов дальнейших действий на основе полученного опыта направленных на улучшение качества процесса тестирования опыт работы в качестве тим лида тестирования или старшего тестировщика опыт в функциональном тестировании от 15 лет
64,QA,руководителя команды тестирования организация команды тестирования подготовка стратегии методик и сценариев тестирования определение инструментальных средств для достижения целей тестирования разработка тестовых документов включая план тестирования внедрение использование framework ов автоматизации тестирования разработка и тестирование программного обеспечения опыт работы с инструментами ci умение работать с sql запросами понимание процесса тестирования типов тестирования и принципов их проведения понимание жизненного цикла разработки программного обеспечения различных методологий его разработки и места тестирования понимание принципов работы сетей уверенные знания ос семейства unix linux знание не менее 2 х языков программирования на уровне junior базовые знания различных методологий ведения проектов присоединяйтесь будем зажигать города вместе
65,QA,ручное тестирование и добиться максимальной автоматизации знаете основы java имеете опыт работы с бд с помощью sql умеете работать с git знаете теорию тестирования знаете и умеете применять практики тест дизайна умеете составлять баг репорты имеете опыт автоматизации тестирования и владеете junit имеете опыт тестирования api soapui readyapi postman имеете базовые знания по информационной безопасности и криптографии обязанности фиксация требований анализ требований разработка тест кейсов ручное тестирование разработка автотестов подготовка отчётов по результатам тестирования
66,QA,тестировщика функциональным регрессионным интеграционным тестированием по автоматизацией тестирования при наличии опыта автоматизации созданием тест планов и тест кейсов локализацией и заведением дефектов анализом проведенных авто тестов оптимизацией процессов исполнения задач знаешь виды и техники тестирования знаешь и имеешь опыт работы с фреймворками для автоматизации тестирования ui automator xcuitest kaspresso или selenide selenium обладаешь опытом составления тест кейсов использование gherkin нотаций знаешь основы ооп java kotlin swift и др понимаешь работу http rest json xml web service владеешь sql на уровне написания запросов с использованием join умеешь работать в команде думаешь о пользователях и ориентирован на результат
67,QA,qa engineer инженера который не только разбирается в практиках и инструментах тестирования но и обладает хорошими знаниями linux и сетей проведение ручного функционального регрессионного и не функционального тестирования решений компании анализ требований к продукту разработка и поддержка тестовых сценариев обнаружение документирование и отслеживание дефектов изучение взаимодействия с программными комплексами сторонних разработчиков отслеживание обновлений операционных систем используемых в продуктах компании участие в развитии и улучшении процессов разработки опыт тестирования по на коммерческих проектах отличное понимание процесса разработки по опыт работы с linux хорошее понимание сетевого стека tcp ipnetworking опыт работы с тестовой документацией тесты тест планы и т д опыт работы с баг трекером sql минимальное знание на уровне select from здоровый перфекционизм и работа на результат базовые знание языков программирования опыт работы с git testlink selenium опыт администрирования linux подобных операционных систем free bsd linux опыт работы с vmware workstation fusion hyper v virtual box
68,QA,инженера тестировщика на проект разработке программного обеспечения для работы с электронной подписью и построению защищенных соединений ручное и исследовательское тестирование на основе тест планов создание и актуализация тест планов тест дизайн ревью документации и требований моделирование проблем заказчиков и пользователей опыт системного администрирования технической поддержки и т п знание linux и windows на уровне продвинутого пользователя понимание принципов работы сети интернет и веб опыт тестирования или желание развиваться в этом направлении опыт работы с мобильными платформами знание andriod и ios на уровне продвинутого пользователя знание основ ооп и любого языка программирования
69,QA,ты опытный ответственный способный самостоятельно работать вовлеченный в общие процессы есть опыт тестирование мобильных и веб приложений знаешь теорию тестирования и умеешь правильно применять знания на практике понимаешь особенности мобильных os и жизненного цикла приложений знание английского языка intermediate и выше опыт в написании ui тестов для ios android тестировать различные интересные фичи ios android web определять что и как тестировать выделять необходимый скоуп санити тестов формировать чек листы проводить регресс определять необходимый объем регресса работа с testcaselab дефект менеджмент баг репорт флоу работа с тикетами и досками в jira участвовать в анализе требований в том числе на этапе бизнес идеи тестировать весь продукт автоматизация если будет желание
70,QA,qa команда подключается на этапе согласования тз помогает принимать решения по релизам фич общается с продактами разработчиками и техподдержкой отвечать за качество выпускаемого продукта выполняя основные задачи тестировщика проводить тест анализ и тест дизайн писать понятные тест кейсы и чек листы в testrail осуществлять процесс тестирования вручную и на наших собственных утилитах оценивать удобство использования нашего решения и влиять на его улучшение выполнять тестирование транспортных сценариев на мобильных устройствах опыт мобильного тестирования от двух лет опыт проведения функционального регрессионного тестирования знание методологий тестирования и практик тест дизайна следование принятым процессам разработки и тестирования инженеров с опытом и хорошими техническими знаниями опыт мобильного тестирования
71,SA,аналитик разработчик бд хранилищ данных опыт сбора и анализа требований заказчиков общения с бизнес пользователями для формализации их требований хорошее владение инструментами пакета ms office powerdesigner или похожими владение sql знание основ проектирования баз данных приветствуется опыт работы с субд oracle 9i 12c разработки на sql pl sql и опыт работы в сфере страхования разработка модификация и согласование функциональных и технических требований на основе бизнес требований на формирование управленческой и бухгалтерской отчётности компании сбор анализ и документирование функциональных требований к разрабатываемой отчетности консультирование разработчиков и бизнес заказчиков проверка реализации требований разработчиками
72,SA,разрабатывать и согласовывать архитектурные решения по поступающим задачам оценивать трудозатраты по задачам ставить задачи в разработку контролировать и принимать работы общаться с представителями бизнес подразделений для уточнения требований взаимодействовать с подрядчиками привлекаемыми к доработке программного обеспечения разрабатывать контрольные примеры для проведения приемочных испытаний участвовать в приемочных испытаниях при необходимости консультировать сотрудников отдела поддержки и бизнес пользователей опыт работы системным аналитиком от 2 лет опыт написания фт тз на доработку информационных систем фронт систем опыт работы с системами jira confluence или с аналогами знание основ формата и технологий обмена между различными системами xml json soap rest опыт написания простых запросов на sql select join знание нотаций описания бизнес процессов и умение перекладывать процесс в схему простая блок схема функциональная блок схема знание нотаций bpmn epc uml idef будет плюсом чтение программного кода умение читать и писать требования в формате openapi swagger
73,SA,сбор и анализ потребностей заказчика стейкхолдеров формирование и согласование системных требований со стейкхолдерами написание и согласование сценариев использования use cases диаграмм пользовательских историй user story формирование функциональных системных требований на разработку ис изучение возможностей продуктов платформ модулей смежных команд участие в проработке и согласовании технического решения по интеграции со смежными командами консультации контроль исполнения приемка накопление и поддержание экспертизы по продукту в базе знаний постановка задач разработчикам профессиональные знания знание основ проектирование бд и умение описания er диаграмм на уровне концептуальное проектирование логическое проектирование понимание нормализации в бд знание основных методологий умение описать диаграмму последовательностей uml диаграмму процесса в bpmn и др понимание современных подходов к проектированию и интеграции enterprise решений soap rest soa клиент серверная архитектура веб сервисы микросервисная архитектура умение проектировать api rest аналитические навыки умение делать анализ выделение главного и разбиение на сущности декомпозиция выделение атрибутов умение проводить синтез создание целостного видения и в последствии документа на основании разрозненных данных опыт участия в интеграционных проектах уровня предприятия 3 и более систем в качестве системного аналитика опыт проведения интервью сбора требований и сбора ос от пользователей и стейкхолдеров опыт написания сценариев использования use case пользовательских историй user story технический бэкграунд тех английский для чтения и понимания тех документации опыт работы в команде практикующей agile scrum kanban продуктовое мышление
74,SA,сбор и анализ требований взаимодействие с бизнес заказчиком проработка и детализация требований постановка задач по разработке нового доработке существующего функционала продукта формирование спецификаций требований объекты usecase диаграммы мокапы функциональные и не функциональные требования участие в проектировании архитектуры и схем взаимодействий согласование интеграции с другими системами координация процесса разработки тестирования приемки и введения в эксплуатацию ведение документации высокие коммуникативные навыки желание вникать в суть проблемы находить предлагать и отстаивать решение доносить решение до команды высшее образование аналитический склад ума умение структурировать информацию опыт участия в разработке мобильных приложений в качестве системного аналитика разработчика тестировщика менеджера продукта product owner а опыт написания тз usecase userstory знание uml нотаций и средств моделирования бизнес процессов понимание принципов микросервисной архитектуры что такое rest и знание http методов знание гибких методологий
75,SA,анализ бизнес требований разработка системных требований описание api и протоколов реализация задач по интеграции со сторонними сервисами согласование требований с владельцем продукта заказчиком методологами и аналитиками от смежных ас постановка задач разработчикам поддержка процесса разработки и тестирования ревью тест кейсов участие в проработке и принятии архитектурных решений подготовка экспресс оценок трудозатрат сроков в части аналитики участие в разборе инцидентов 3я линия поддержки анализ причин и последствий опыт работы в области системного анализаопыт написания документации функциональных требований бизнес требований технических спецификаций на разработку знание протоколов rest soap и контейнеров данных xml json для передачи информации между системами знание sql на базовом уровне select join case group by понимание принципов построения реляционных субд понимание нотаций моделирования bpmn хорошее понимание что такое нефункциональные требования зачем они нужны и как их описывать
